x1,x2,y
20,45,-30
20,46,-32
20,47,-34
20,48,-36
20,49,-38
20,50,-40
20,51,-42
20,52,-44
20,53,-46
20,54,-48
20,55,-50
20,56,-52
20,57,-54
20,58,-56
20,59,-58
20,60,-60
20,61,-62
20,62,-64
20,63,-66
20,64,-68
20,65,-70
20,66,-72
20,67,-74
20,68,-76
20,69,-78
20,70,-80
20,71,-82
20,72,-84
20,73,-86
20,74,-88
20,75,-90
20,76,-92
20,77,-94
20,78,-96
20,79,-98
20,80,-100
20,81,-102
20,82,-104
20,83,-106
20,84,-108
20,85,-110
20,86,-112
20,87,-114
20,88,-116
20,89,-118
20,90,-120
20,91,-122
20,92,-124
20,93,-126
20,94,-128
20,95,-130
20,96,-132
20,97,-134
20,98,-136
20,99,-138
21,0,63
21,1,61
21,2,59
21,3,57
21,4,55
21,5,53
21,6,51
21,7,49
21,8,47
21,9,45
21,10,43
21,11,41
21,12,39
21,13,37
21,14,35
21,15,33
21,16,31
21,17,29
21,18,27
21,19,25
21,20,23
21,21,21
21,22,19
21,23,17
21,24,15
21,25,13
21,26,11
21,27,9
21,28,7
21,29,5
21,30,3
21,31,1
21,32,-1
21,33,-3
21,34,-5
21,35,-7
21,36,-9
21,37,-11
21,38,-13
21,39,-15
21,40,-17
21,41,-19
21,42,-21
21,43,-23
21,44,-25
21,45,-27
21,46,-29
21,47,-31
21,48,-33
21,49,-35
21,50,-37
21,51,-39
21,52,-41
21,53,-43
21,54,-45
21,55,-47
21,56,-49
21,57,-51
21,58,-53
21,59,-55
21,60,-57
21,61,-59
21,62,-61
21,63,-63
21,64,-65
21,65,-67
21,66,-69
21,67,-71
21,68,-73
21,69,-75
21,70,-77
21,71,-79
21,72,-81
21,73,-83
21,74,-85
21,75,-87
21,76,-89
21,77,-91
21,78,-93
21,79,-95
21,80,-97
21,81,-99
21,82,-101
21,83,-103
21,84,-105
21,85,-107
21,86,-109
21,87,-111
21,88,-113
21,89,-115
21,90,-117
21,91,-119
21,92,-121
21,93,-123
21,94,-125
21,95,-127
21,96,-129
21,97,-131
21,98,-133
21,99,-135
22,0,66
22,1,64
22,2,62
22,3,60
22,4,58
22,5,56
22,6,54
22,7,52
22,8,50
22,9,48
22,10,46
22,11,44
22,12,42
22,13,40
22,14,38
22,15,36
22,16,34
22,17,32
22,18,30
22,19,28
22,20,26
22,21,24
22,22,22
22,23,20
22,24,18
22,25,16
22,26,14
22,27,12
22,28,10
22,29,8
22,30,6
22,31,4
22,32,2
22,33,0
22,34,-2
22,35,-4
22,36,-6
22,37,-8
22,38,-10
22,39,-12
22,40,-14
22,41,-16
22,42,-18
22,43,-20
22,44,-22
22,45,-24
22,46,-26
22,47,-28
22,48,-30
22,49,-32
22,50,-34
22,51,-36
22,52,-38
22,53,-40
22,54,-42
22,55,-44
22,56,-46
22,57,-48
22,58,-50
22,59,-52
22,60,-54
22,61,-56
22,62,-58
22,63,-60
22,64,-62
22,65,-64
22,66,-66
22,67,-68
22,68,-70
22,69,-72
22,70,-74
22,71,-76
22,72,-78
22,73,-80
22,74,-82
22,75,-84
22,76,-86
22,77,-88
22,78,-90
22,79,-92
22,80,-94
22,81,-96
22,82,-98
22,83,-100
22,84,-102
22,85,-104
22,86,-106
22,87,-108
22,88,-110
22,89,-112
22,90,-114
22,91,-116
22,92,-118
22,93,-120
22,94,-122
22,95,-124
22,96,-126
22,97,-128
22,98,-130
22,99,-132
23,0,69
23,1,67
23,2,65
23,3,63
23,4,61
23,5,59
23,6,57
23,7,55
23,8,53
23,9,51
23,10,49
23,11,47
23,12,45
23,13,43
23,14,41
23,15,39
23,16,37
23,17,35
23,18,33
23,19,31
23,20,29
23,21,27
23,22,25
23,23,23
23,24,21
23,25,19
23,26,17
23,27,15
23,28,13
23,29,11
23,30,9
23,31,7
23,32,5
23,33,3
23,34,1
23,35,-1
23,36,-3
23,37,-5
23,38,-7
23,39,-9
23,40,-11
23,41,-13
23,42,-15
23,43,-17
23,44,-19
23,45,-21
23,46,-23
23,47,-25
23,48,-27
23,49,-29
23,50,-31
23,51,-33
23,52,-35
23,53,-37
23,54,-39
23,55,-41
23,56,-43
23,57,-45
23,58,-47
23,59,-49
23,60,-51
23,61,-53
23,62,-55
23,63,-57
23,64,-59
23,65,-61
23,66,-63
23,67,-65
23,68,-67
23,69,-69
23,70,-71
23,71,-73
23,72,-75
23,73,-77
23,74,-79
23,75,-81
23,76,-83
23,77,-85
23,78,-87
23,79,-89
23,80,-91
23,81,-93
23,82,-95
23,83,-97
23,84,-99
23,85,-101
23,86,-103
23,87,-105
23,88,-107
23,89,-109
23,90,-111
23,91,-113
23,92,-115
23,93,-117
23,94,-119
23,95,-121
23,96,-123
23,97,-125
23,98,-127
23,99,-129
24,0,72
24,1,70
24,2,68
24,3,66
24,4,64
24,5,62
24,6,60
24,7,58
24,8,56
24,9,54
24,10,52
24,11,50
24,12,48
24,13,46
24,14,44
24,15,42
24,16,40
24,17,38
24,18,36
24,19,34
24,20,32
24,21,30
24,22,28
24,23,26
24,24,24
24,25,22
24,26,20
24,27,18
24,28,16
24,29,14
24,30,12
24,31,10
24,32,8
24,33,6
24,34,4
24,35,2
24,36,0
24,37,-2
24,38,-4
24,39,-6
24,40,-8
24,41,-10
24,42,-12
24,43,-14
24,44,-16
24,45,-18
24,46,-20
24,47,-22
24,48,-24
24,49,-26
24,50,-28
24,51,-30
24,52,-32
24,53,-34
24,54,-36
24,55,-38
24,56,-40
24,57,-42
24,58,-44
24,59,-46
24,60,-48
24,61,-50
24,62,-52
24,63,-54
24,64,-56
24,65,-58
24,66,-60
24,67,-62
24,68,-64
24,69,-66
24,70,-68
24,71,-70
24,72,-72
24,73,-74
24,74,-76
24,75,-78
24,76,-80
24,77,-82
24,78,-84
24,79,-86
24,80,-88
24,81,-90
24,82,-92
24,83,-94
24,84,-96
24,85,-98
24,86,-100
24,87,-102
24,88,-104
24,89,-106
24,90,-108
24,91,-110
24,92,-112
24,93,-114
24,94,-116
24,95,-118
24,96,-120
24,97,-122
24,98,-124
24,99,-126
25,0,75
25,1,73
25,2,71
25,3,69
25,4,67
25,5,65
25,6,63
25,7,61
25,8,59
25,9,57
25,10,55
25,11,53
25,12,51
25,13,49
25,14,47
25,15,45
25,16,43
25,17,41
25,18,39
25,19,37
25,20,35
25,21,33
25,22,31
25,23,29
25,24,27
25,25,25
25,26,23
25,27,21
25,28,19
25,29,17
25,30,15
25,31,13
25,32,11
25,33,9
25,34,7
25,35,5
25,36,3
25,37,1
25,38,-1
25,39,-3
25,40,-5
25,41,-7
25,42,-9
25,43,-11
25,44,-13
25,45,-15
25,46,-17
25,47,-19
25,48,-21
25,49,-23
25,50,-25
25,51,-27
25,52,-29
25,53,-31
25,54,-33
25,55,-35
25,56,-37
25,57,-39
25,58,-41
25,59,-43
25,60,-45
25,61,-47
25,62,-49
25,63,-51
25,64,-53
25,65,-55
25,66,-57
25,67,-59
25,68,-61
25,69,-63
25,70,-65
25,71,-67
25,72,-69
25,73,-71
25,74,-73
25,75,-75
25,76,-77
25,77,-79
25,78,-81
25,79,-83
25,80,-85
25,81,-87
25,82,-89
25,83,-91
25,84,-93
25,85,-95
25,86,-97
25,87,-99
25,88,-101
25,89,-103
25,90,-105
25,91,-107
25,92,-109
25,93,-111
25,94,-113
25,95,-115
25,96,-117
25,97,-119
25,98,-121
25,99,-123
26,0,78
26,1,76
26,2,74
26,3,72
26,4,70
26,5,68
26,6,66
26,7,64
26,8,62
26,9,60
26,10,58
26,11,56
26,12,54
26,13,52
26,14,50
26,15,48
26,16,46
26,17,44
26,18,42
26,19,40
26,20,38
26,21,36
26,22,34
26,23,32
26,24,30
26,25,28
26,26,26
26,27,24
26,28,22
26,29,20
26,30,18
26,31,16
26,32,14
26,33,12
26,34,10
26,35,8
26,36,6
26,37,4
26,38,2
26,39,0
26,40,-2
26,41,-4
26,42,-6
26,43,-8
26,44,-10
26,45,-12
26,46,-14
26,47,-16
26,48,-18
26,49,-20
26,50,-22
26,51,-24
26,52,-26
26,53,-28
26,54,-30
26,55,-32
26,56,-34
26,57,-36
26,58,-38
26,59,-40
26,60,-42
26,61,-44
26,62,-46
26,63,-48
26,64,-50
26,65,-52
26,66,-54
26,67,-56
26,68,-58
26,69,-60
26,70,-62
26,71,-64
26,72,-66
26,73,-68
26,74,-70
26,75,-72
26,76,-74
26,77,-76
26,78,-78
26,79,-80
26,80,-82
26,81,-84
26,82,-86
26,83,-88
26,84,-90
26,85,-92
26,86,-94
26,87,-96
26,88,-98
26,89,-100
26,90,-102
26,91,-104
26,92,-106
26,93,-108
26,94,-110
26,95,-112
26,96,-114
26,97,-116
26,98,-118
26,99,-120
27,0,81
27,1,79
27,2,77
27,3,75
27,4,73
27,5,71
27,6,69
27,7,67
27,8,65
27,9,63
27,10,61
27,11,59
27,12,57
27,13,55
27,14,53
27,15,51
27,16,49
27,17,47
27,18,45
27,19,43
27,20,41
27,21,39
27,22,37
27,23,35
27,24,33
27,25,31
27,26,29
27,27,27
27,28,25
27,29,23
27,30,21
27,31,19
27,32,17
27,33,15
27,34,13
27,35,11
27,36,9
27,37,7
27,38,5
27,39,3
27,40,1
27,41,-1
27,42,-3
27,43,-5
27,44,-7
27,45,-9
27,46,-11
27,47,-13
27,48,-15
27,49,-17
27,50,-19
27,51,-21
27,52,-23
27,53,-25
27,54,-27
27,55,-29
27,56,-31
27,57,-33
27,58,-35
27,59,-37
27,60,-39
27,61,-41
27,62,-43
27,63,-45
27,64,-47
27,65,-49
27,66,-51
27,67,-53
27,68,-55
27,69,-57
27,70,-59
27,71,-61
27,72,-63
27,73,-65
27,74,-67
27,75,-69
27,76,-71
27,77,-73
27,78,-75
27,79,-77
27,80,-79
27,81,-81
27,82,-83
27,83,-85
27,84,-87
27,85,-89
27,86,-91
27,87,-93
27,88,-95
27,89,-97
27,90,-99
27,91,-101
27,92,-103
27,93,-105
27,94,-107
27,95,-109
27,96,-111
27,97,-113
27,98,-115
27,99,-117
28,0,84
28,1,82
28,2,80
28,3,78
28,4,76
28,5,74
28,6,72
28,7,70
28,8,68
28,9,66
28,10,64
28,11,62
28,12,60
28,13,58
28,14,56
28,15,54
28,16,52
28,17,50
28,18,48
28,19,46
28,20,44
28,21,42
28,22,40
28,23,38
28,24,36
28,25,34
28,26,32
28,27,30
28,28,28
28,29,26
28,30,24
28,31,22
28,32,20
28,33,18
28,34,16
28,35,14
28,36,12
28,37,10
28,38,8
28,39,6
28,40,4
28,41,2
28,42,0
28,43,-2
28,44,-4
28,45,-6
28,46,-8
28,47,-10
28,48,-12
28,49,-14
28,50,-16
28,51,-18
28,52,-20
28,53,-22
28,54,-24
28,55,-26
28,56,-28
28,57,-30
28,58,-32
28,59,-34
28,60,-36
28,61,-38
28,62,-40
28,63,-42
28,64,-44
28,65,-46
28,66,-48
28,67,-50
28,68,-52
28,69,-54
28,70,-56
28,71,-58
28,72,-60
28,73,-62
28,74,-64
28,75,-66
28,76,-68
28,77,-70
28,78,-72
28,79,-74
28,80,-76
28,81,-78
28,82,-80
28,83,-82
28,84,-84
28,85,-86
28,86,-88
28,87,-90
28,88,-92
28,89,-94
28,90,-96
28,91,-98
28,92,-100
28,93,-102
28,94,-104
28,95,-106
28,96,-108
28,97,-110
28,98,-112
28,99,-114
29,0,87
29,1,85
29,2,83
29,3,81
29,4,79
29,5,77
29,6,75
29,7,73
29,8,71
29,9,69
29,10,67
29,11,65
29,12,63
29,13,61
29,14,59
29,15,57
29,16,55
29,17,53
29,18,51
29,19,49
29,20,47
29,21,45
29,22,43
29,23,41
29,24,39
29,25,37
29,26,35
29,27,33
29,28,31
29,29,29
29,30,27
29,31,25
29,32,23
29,33,21
29,34,19
29,35,17
29,36,15
29,37,13
29,38,11
29,39,9
29,40,7
29,41,5
29,42,3
29,43,1
29,44,-1
29,45,-3
29,46,-5
29,47,-7
29,48,-9
29,49,-11
29,50,-13
29,51,-15
29,52,-17
29,53,-19
29,54,-21
29,55,-23
29,56,-25
29,57,-27
29,58,-29
29,59,-31
29,60,-33
29,61,-35
29,62,-37
29,63,-39
29,64,-41
29,65,-43
29,66,-45
29,67,-47
29,68,-49
29,69,-51
29,70,-53
29,71,-55
29,72,-57
29,73,-59
29,74,-61
29,75,-63
29,76,-65
29,77,-67
29,78,-69
29,79,-71
29,80,-73
29,81,-75
29,82,-77
29,83,-79
29,84,-81
29,85,-83
29,86,-85
29,87,-87
29,88,-89
29,89,-91
29,90,-93
29,91,-95
29,92,-97
29,93,-99
29,94,-101
29,95,-103
29,96,-105
29,97,-107
29,98,-109
29,99,-111
30,0,90
30,1,88
30,2,86
30,3,84
30,4,82
30,5,80
30,6,78
30,7,76
30,8,74
30,9,72
30,10,70
30,11,68
30,12,66
30,13,64
30,14,62
30,15,60
30,16,58
30,17,56
30,18,54
30,19,52
30,20,50
30,21,48
30,22,46
30,23,44
30,24,42
30,25,40
30,26,38
30,27,36
30,28,34
30,29,32
30,30,30
30,31,28
30,32,26
30,33,24
30,34,22
30,35,20
30,36,18
30,37,16
30,38,14
30,39,12
30,40,10
30,41,8
30,42,6
30,43,4
30,44,2
30,45,0
30,46,-2
30,47,-4
30,48,-6
30,49,-8
30,50,-10
30,51,-12
30,52,-14
30,53,-16
30,54,-18
30,55,-20
30,56,-22
30,57,-24
30,58,-26
30,59,-28
30,60,-30
30,61,-32
30,62,-34
30,63,-36
30,64,-38
30,65,-40
30,66,-42
30,67,-44
30,68,-46
30,69,-48
30,70,-50
30,71,-52
30,72,-54
30,73,-56
30,74,-58
30,75,-60
30,76,-62
30,77,-64
30,78,-66
30,79,-68
30,80,-70
30,81,-72
30,82,-74
30,83,-76
30,84,-78
30,85,-80
30,86,-82
30,87,-84
30,88,-86
30,89,-88
30,90,-90
30,91,-92
30,92,-94
30,93,-96
30,94,-98
30,95,-100
30,96,-102
30,97,-104
30,98,-106
30,99,-108
31,0,93
31,1,91
31,2,89
31,3,87
31,4,85
31,5,83
31,6,81
31,7,79
31,8,77
31,9,75
31,10,73
31,11,71
31,12,69
31,13,67
31,14,65
31,15,63
31,16,61
31,17,59
31,18,57
31,19,55
31,20,53
31,21,51
31,22,49
31,23,47
31,24,45
31,25,43
31,26,41
31,27,39
31,28,37
31,29,35
31,30,33
31,31,31
31,32,29
31,33,27
31,34,25
31,35,23
31,36,21
31,37,19
31,38,17
31,39,15
31,40,13
31,41,11
31,42,9
31,43,7
31,44,5
31,45,3
31,46,1
31,47,-1
31,48,-3
31,49,-5
31,50,-7
31,51,-9
31,52,-11
31,53,-13
31,54,-15
31,55,-17
31,56,-19
31,57,-21
31,58,-23
31,59,-25
31,60,-27
31,61,-29
31,62,-31
31,63,-33
31,64,-35
31,65,-37
31,66,-39
31,67,-41
31,68,-43
31,69,-45
31,70,-47
31,71,-49
31,72,-51
31,73,-53
31,74,-55
31,75,-57
31,76,-59
31,77,-61
31,78,-63
31,79,-65
31,80,-67
31,81,-69
31,82,-71
31,83,-73
31,84,-75
31,85,-77
31,86,-79
31,87,-81
31,88,-83
31,89,-85
31,90,-87
31,91,-89
31,92,-91
31,93,-93
31,94,-95
31,95,-97
31,96,-99
31,97,-101
31,98,-103
31,99,-105
32,0,96
32,1,94
32,2,92
32,3,90
32,4,88
32,5,86
32,6,84
32,7,82
32,8,80
32,9,78
32,10,76
32,11,74
32,12,72
32,13,70
32,14,68
32,15,66
32,16,64
32,17,62
32,18,60
32,19,58
32,20,56
32,21,54
32,22,52
32,23,50
32,24,48
32,25,46
32,26,44
32,27,42
32,28,40
32,29,38
32,30,36
32,31,34
32,32,32
32,33,30
32,34,28
32,35,26
32,36,24
32,37,22
32,38,20
32,39,18
32,40,16
32,41,14
32,42,12
32,43,10
32,44,8
32,45,6
32,46,4
32,47,2
32,48,0
32,49,-2
32,50,-4
32,51,-6
32,52,-8
32,53,-10
32,54,-12
32,55,-14
32,56,-16
32,57,-18
32,58,-20
32,59,-22
32,60,-24
32,61,-26
32,62,-28
32,63,-30
32,64,-32
32,65,-34
32,66,-36
32,67,-38
32,68,-40
32,69,-42
32,70,-44
32,71,-46
32,72,-48
32,73,-50
32,74,-52
32,75,-54
32,76,-56
32,77,-58
32,78,-60
32,79,-62
32,80,-64
32,81,-66
32,82,-68
32,83,-70
32,84,-72
32,85,-74
32,86,-76
32,87,-78
32,88,-80
32,89,-82
32,90,-84
32,91,-86
32,92,-88
32,93,-90
32,94,-92
32,95,-94
32,96,-96
32,97,-98
32,98,-100
32,99,-102
33,0,99
33,1,97
33,2,95
33,3,93
33,4,91
33,5,89
33,6,87
33,7,85
33,8,83
33,9,81
33,10,79
33,11,77
33,12,75
33,13,73
33,14,71
33,15,69
33,16,67
33,17,65
33,18,63
33,19,61
33,20,59
33,21,57
33,22,55
33,23,53
33,24,51
33,25,49
33,26,47
33,27,45
33,28,43
33,29,41
33,30,39
33,31,37
33,32,35
33,33,33
33,34,31
33,35,29
33,36,27
33,37,25
33,38,23
33,39,21
33,40,19
33,41,17
33,42,15
33,43,13
33,44,11
33,45,9
33,46,7
33,47,5
33,48,3
33,49,1
33,50,-1
33,51,-3
33,52,-5
33,53,-7
33,54,-9
33,55,-11
33,56,-13
33,57,-15
33,58,-17
33,59,-19
33,60,-21
33,61,-23
33,62,-25
33,63,-27
33,64,-29
33,65,-31
33,66,-33
33,67,-35
33,68,-37
33,69,-39
33,70,-41
33,71,-43
33,72,-45
33,73,-47
33,74,-49
33,75,-51
33,76,-53
33,77,-55
33,78,-57
33,79,-59
33,80,-61
33,81,-63
33,82,-65
33,83,-67
33,84,-69
33,85,-71
33,86,-73
33,87,-75
33,88,-77
33,89,-79
33,90,-81
33,91,-83
33,92,-85
33,93,-87
33,94,-89
33,95,-91
33,96,-93
33,97,-95
33,98,-97
33,99,-99
34,0,102
34,1,100
34,2,98
34,3,96
34,4,94
34,5,92
34,6,90
34,7,88
34,8,86
34,9,84
34,10,82
34,11,80
34,12,78
34,13,76
34,14,74
34,15,72
34,16,70
34,17,68
34,18,66
34,19,64
34,20,62
34,21,60
34,22,58
34,23,56
34,24,54
34,25,52
34,26,50
34,27,48
34,28,46
34,29,44
34,30,42
34,31,40
34,32,38
34,33,36
34,34,34
34,35,32
34,36,30
34,37,28
34,38,26
34,39,24
34,40,22
34,41,20
34,42,18
34,43,16
34,44,14
34,45,12
34,46,10
34,47,8
34,48,6
34,49,4
34,50,2
34,51,0
34,52,-2
34,53,-4
34,54,-6
34,55,-8
34,56,-10
34,57,-12
34,58,-14
34,59,-16
34,60,-18
34,61,-20
34,62,-22
34,63,-24
34,64,-26
34,65,-28
34,66,-30
34,67,-32
34,68,-34
34,69,-36
34,70,-38
34,71,-40
34,72,-42
34,73,-44
34,74,-46
34,75,-48
34,76,-50
34,77,-52
34,78,-54
34,79,-56
34,80,-58
34,81,-60
34,82,-62
34,83,-64
34,84,-66
34,85,-68
34,86,-70
34,87,-72
34,88,-74
34,89,-76
34,90,-78
34,91,-80
34,92,-82
34,93,-84
34,94,-86
34,95,-88
34,96,-90
34,97,-92
34,98,-94
34,99,-96
35,0,105
35,1,103
35,2,101
35,3,99
35,4,97
35,5,95
35,6,93
35,7,91
35,8,89
35,9,87
35,10,85
35,11,83
35,12,81
35,13,79
35,14,77
35,15,75
35,16,73
35,17,71
35,18,69
35,19,67
35,20,65
35,21,63
35,22,61
35,23,59
35,24,57
35,25,55
35,26,53
35,27,51
35,28,49
35,29,47
35,30,45
35,31,43
35,32,41
35,33,39
35,34,37
35,35,35
35,36,33
35,37,31
35,38,29
35,39,27
35,40,25
35,41,23
35,42,21
35,43,19
35,44,17
35,45,15
35,46,13
35,47,11
35,48,9
35,49,7
35,50,5
35,51,3
35,52,1
35,53,-1
35,54,-3
35,55,-5
35,56,-7
35,57,-9
35,58,-11
35,59,-13
35,60,-15
35,61,-17
35,62,-19
35,63,-21
35,64,-23
35,65,-25
35,66,-27
35,67,-29
35,68,-31
35,69,-33
35,70,-35
35,71,-37
35,72,-39
35,73,-41
35,74,-43
35,75,-45
35,76,-47
35,77,-49
35,78,-51
35,79,-53
35,80,-55
35,81,-57
35,82,-59
35,83,-61
35,84,-63
35,85,-65
35,86,-67
35,87,-69
35,88,-71
35,89,-73
35,90,-75
35,91,-77
35,92,-79
35,93,-81
35,94,-83
35,95,-85
35,96,-87
35,97,-89
35,98,-91
35,99,-93
36,0,108
36,1,106
36,2,104
36,3,102
36,4,100
36,5,98
36,6,96
36,7,94
36,8,92
36,9,90
36,10,88
36,11,86
36,12,84
36,13,82
36,14,80
36,15,78
36,16,76
36,17,74
36,18,72
36,19,70
36,20,68
36,21,66
36,22,64
36,23,62
36,24,60
36,25,58
36,26,56
36,27,54
36,28,52
36,29,50
36,30,48
36,31,46
36,32,44
36,33,42
36,34,40
36,35,38
36,36,36
36,37,34
36,38,32
36,39,30
36,40,28
36,41,26
36,42,24
36,43,22
36,44,20
36,45,18
36,46,16
36,47,14
36,48,12
36,49,10
36,50,8
36,51,6
36,52,4
36,53,2
36,54,0
36,55,-2
36,56,-4
36,57,-6
36,58,-8
36,59,-10
36,60,-12
36,61,-14
36,62,-16
36,63,-18
36,64,-20
36,65,-22
36,66,-24
36,67,-26
36,68,-28
36,69,-30
36,70,-32
36,71,-34
36,72,-36
36,73,-38
36,74,-40
36,75,-42
36,76,-44
36,77,-46
36,78,-48
36,79,-50
36,80,-52
36,81,-54
36,82,-56
36,83,-58
36,84,-60
36,85,-62
36,86,-64
36,87,-66
36,88,-68
36,89,-70
36,90,-72
36,91,-74
36,92,-76
36,93,-78
36,94,-80
36,95,-82
36,96,-84
36,97,-86
36,98,-88
36,99,-90
37,0,111
37,1,109
37,2,107
37,3,105
37,4,103
37,5,101
37,6,99
37,7,97
37,8,95
37,9,93
37,10,91
37,11,89
37,12,87
37,13,85
37,14,83
37,15,81
37,16,79
37,17,77
37,18,75
37,19,73
37,20,71
37,21,69
37,22,67
37,23,65
37,24,63
37,25,61
37,26,59
37,27,57
37,28,55
37,29,53
37,30,51
37,31,49
37,32,47
37,33,45
37,34,43
37,35,41
37,36,39
37,37,37
37,38,35
37,39,33
37,40,31
37,41,29
37,42,27
37,43,25
37,44,23
37,45,21
37,46,19
37,47,17
37,48,15
37,49,13
37,50,11
37,51,9
37,52,7
37,53,5
37,54,3
37,55,1
37,56,-1
37,57,-3
37,58,-5
37,59,-7
37,60,-9
37,61,-11
37,62,-13
37,63,-15
37,64,-17
37,65,-19
37,66,-21
37,67,-23
37,68,-25
37,69,-27
37,70,-29
37,71,-31
37,72,-33
37,73,-35
37,74,-37
37,75,-39
37,76,-41
37,77,-43
37,78,-45
37,79,-47
37,80,-49
37,81,-51
37,82,-53
37,83,-55
37,84,-57
37,85,-59
37,86,-61
37,87,-63
37,88,-65
37,89,-67
37,90,-69
37,91,-71
37,92,-73
37,93,-75
37,94,-77
37,95,-79
37,96,-81
37,97,-83
37,98,-85
37,99,-87
38,0,114
38,1,112
38,2,110
38,3,108
38,4,106
38,5,104
38,6,102
38,7,100
38,8,98
38,9,96
38,10,94
38,11,92
38,12,90
38,13,88
38,14,86
38,15,84
38,16,82
38,17,80
38,18,78
38,19,76
38,20,74
38,21,72
38,22,70
38,23,68
38,24,66
38,25,64
38,26,62
38,27,60
38,28,58
38,29,56
38,30,54
38,31,52
38,32,50
38,33,48
38,34,46
38,35,44
38,36,42
38,37,40
38,38,38
38,39,36
38,40,34
38,41,32
38,42,30
38,43,28
38,44,26
38,45,24
38,46,22
38,47,20
38,48,18
38,49,16
38,50,14
38,51,12
38,52,10
38,53,8
38,54,6
38,55,4
38,56,2
38,57,0
38,58,-2
38,59,-4
38,60,-6
38,61,-8
38,62,-10
38,63,-12
38,64,-14
38,65,-16
38,66,-18
38,67,-20
38,68,-22
38,69,-24
38,70,-26
38,71,-28
38,72,-30
38,73,-32
38,74,-34
38,75,-36
38,76,-38
38,77,-40
38,78,-42
38,79,-44
38,80,-46
38,81,-48
38,82,-50
38,83,-52
38,84,-54
38,85,-56
38,86,-58
38,87,-60
38,88,-62
38,89,-64
38,90,-66
38,91,-68
38,92,-70
38,93,-72
38,94,-74
38,95,-76
38,96,-78
38,97,-80
38,98,-82
38,99,-84
39,0,117
39,1,115
39,2,113
39,3,111
39,4,109
39,5,107
39,6,105
39,7,103
39,8,101
39,9,99
39,10,97
39,11,95
39,12,93
39,13,91
39,14,89
39,15,87
39,16,85
39,17,83
39,18,81
39,19,79
39,20,77
39,21,75
39,22,73
39,23,71
39,24,69
39,25,67
39,26,65
39,27,63
39,28,61
39,29,59
39,30,57
39,31,55
39,32,53
39,33,51
39,34,49
39,35,47
39,36,45
39,37,43
39,38,41
39,39,39
39,40,37
39,41,35
39,42,33
39,43,31
39,44,29
39,45,27
39,46,25
39,47,23
39,48,21
39,49,19
39,50,17
39,51,15
39,52,13
39,53,11
39,54,9
39,55,7
39,56,5
39,57,3
39,58,1
39,59,-1
39,60,-3
39,61,-5
39,62,-7
39,63,-9
39,64,-11
39,65,-13
39,66,-15
39,67,-17
39,68,-19
39,69,-21
39,70,-23
39,71,-25
39,72,-27
39,73,-29
39,74,-31
39,75,-33
39,76,-35
39,77,-37
39,78,-39
39,79,-41
39,80,-43
39,81,-45
39,82,-47
39,83,-49
39,84,-51
39,85,-53
39,86,-55
39,87,-57
39,88,-59
39,89,-61
39,90,-63
39,91,-65
39,92,-67
39,93,-69
39,94,-71
39,95,-73
39,96,-75
39,97,-77
39,98,-79
39,99,-81
40,0,120
40,1,118
40,2,116
40,3,114
40,4,112
40,5,110
40,6,108
40,7,106
40,8,104
40,9,102
40,10,100
40,11,98
40,12,96
40,13,94
40,14,92
40,15,90
40,16,88
40,17,86
40,18,84
40,19,82
40,20,80
40,21,78
40,22,76
40,23,74
40,24,72
40,25,70
40,26,68
40,27,66
40,28,64
40,29,62
40,30,60
40,31,58
40,32,56
40,33,54
40,34,52
40,35,50
40,36,48
40,37,46
40,38,44
40,39,42
40,40,40
40,41,38
40,42,36
40,43,34
40,44,32
40,45,30
40,46,28
40,47,26
40,48,24
40,49,22
40,50,20
40,51,18
40,52,16
40,53,14
40,54,12
40,55,10
40,56,8
40,57,6
40,58,4
40,59,2
40,60,0
40,61,-2
40,62,-4
40,63,-6
40,64,-8
40,65,-10
40,66,-12
40,67,-14
40,68,-16
40,69,-18
40,70,-20
40,71,-22
40,72,-24
40,73,-26
40,74,-28
40,75,-30
40,76,-32
40,77,-34
40,78,-36
40,79,-38
40,80,-40
40,81,-42
40,82,-44
40,83,-46
40,84,-48
40,85,-50
40,86,-52
40,87,-54
40,88,-56
40,89,-58
40,90,-60
40,91,-62
40,92,-64
40,93,-66
40,94,-68
40,95,-70
40,96,-72
40,97,-74
40,98,-76
40,99,-78
41,0,123
41,1,121
41,2,119
41,3,117
41,4,115
41,5,113
41,6,111
41,7,109
41,8,107
41,9,105
41,10,103
41,11,101
41,12,99
41,13,97
41,14,95
41,15,93
41,16,91
41,17,89
41,18,87
41,19,85
41,20,83
41,21,81
41,22,79
41,23,77
41,24,75
41,25,73
41,26,71
41,27,69
41,28,67
41,29,65
41,30,63
41,31,61
41,32,59
41,33,57
41,34,55
41,35,53
41,36,51
41,37,49
41,38,47
41,39,45
41,40,43
41,41,41
41,42,39
41,43,37
41,44,35
41,45,33
41,46,31
41,47,29
41,48,27
41,49,25
41,50,23
41,51,21
41,52,19
41,53,17
41,54,15
41,55,13
41,56,11
41,57,9
41,58,7
41,59,5
41,60,3
41,61,1
41,62,-1
41,63,-3
41,64,-5
41,65,-7
41,66,-9
41,67,-11
41,68,-13
41,69,-15
41,70,-17
41,71,-19
41,72,-21
41,73,-23
41,74,-25
41,75,-27
41,76,-29
41,77,-31
41,78,-33
41,79,-35
41,80,-37
41,81,-39
41,82,-41
41,83,-43
41,84,-45
